Years,Country,HappinessRank,HappinessScore,Economy,Family,Health,Freedom,Generosity,Trust,DystopiaResidual,CountryCode,Region,IncomeGroup,OECD
2017,togo,150,3.49,0.31,0.43,0.25,0.38,0.2,0.1,1.84,TGO,Sub-Saharan Africa,Low income,0
2017,thailand,32,6.42,1.13,1.43,0.65,0.58,0.57,0.03,2.04,THA,East Asia & Pacific,Upper middle income,0
2017,tajikistan,96,5.04,0.52,1.27,0.53,0.47,0.25,0.15,1.85,TJK,Europe & Central Asia,Low income,0
2017,turkmenistan,59,5.82,1.13,1.49,0.44,0.42,0.25,0.26,1.83,TKM,Europe & Central Asia,Upper middle income,0
2017,trinidad and tobago,38,6.17,1.36,1.38,0.52,0.52,0.33,0.01,2.05,TTO,Latin America & Caribbean,High income,0
2017,tunisia,102,4.8,1.01,0.87,0.61,0.29,0.05,0.09,1.89,TUN,Middle East & North Africa,Lower middle income,0
2017,turkey,69,5.5,1.2,1.34,0.64,0.3,0.05,0.1,1.88,TUR,Europe & Central Asia,Upper middle income,1
2017,tanzania,153,3.35,0.51,1.04,0.36,0.39,0.35,0.07,0.62,TZA,Sub-Saharan Africa,Low income,0
2017,uganda,133,4.08,0.38,1.13,0.22,0.44,0.33,0.06,1.53,UGA,Sub-Saharan Africa,Low income,0
2017,ukraine,132,4.1,0.89,1.39,0.58,0.12,0.27,0.02,0.81,UKR,Europe & Central Asia,Lower middle income,0
2017,uruguay,28,6.45,1.22,1.41,0.72,0.58,0.18,0.18,2.17,URY,Latin America & Caribbean,High income,0
2017,united states,14,6.99,1.55,1.42,0.77,0.51,0.39,0.14,2.22,USA,North America,High income,1
2017,uzbekistan,47,5.97,0.79,1.55,0.5,0.66,0.42,0.25,1.82,UZB,Europe & Central Asia,Lower middle income,0
2017,venezuela,82,5.25,1.13,1.43,0.62,0.15,0.07,0.06,1.79,VEN,Latin America & Caribbean,Upper middle income,0
2017,vietnam,94,5.07,0.79,1.28,0.65,0.57,0.23,0.09,1.46,VNM,East Asia & Pacific,Lower middle income,0
2017,kosovo,78,5.28,0.95,1.14,0.54,0.26,0.32,0.06,2.01,XKX,Europe & Central Asia,Upper middle income,0
2017,yemen,146,3.59,0.59,0.94,0.31,0.25,0.1,0.06,1.35,YEM,Middle East & North Africa,Low income,0
2017,south africa,101,4.83,1.05,1.38,0.19,0.48,0.14,0.07,1.51,ZAF,Sub-Saharan Africa,Upper middle income,0
2017,zambia,116,4.51,0.64,1.0,0.26,0.46,0.25,0.08,1.83,ZMB,Sub-Saharan Africa,Lower middle income,0
2017,zimbabwe,138,3.88,0.38,1.08,0.2,0.34,0.19,0.1,1.6,ZWE,Sub-Saharan Africa,Lower middle income,0
2018,afghanistan,145,3.63,0.33,0.54,0.26,0.09,0.19,0.04,2.2,AFG,South Asia,Low income,0
2018,angola,142,3.8,0.73,1.13,0.27,0.0,0.08,0.06,1.53,AGO,Sub-Saharan Africa,Lower middle income,0
2018,albania,112,4.59,0.92,0.82,0.79,0.42,0.15,0.03,1.46,ALB,Europe & Central Asia,Upper middle income,0
2018,united arab emirates,20,6.77,2.1,0.78,0.67,0.28,0.19,,,ARE,Middle East & North Africa,High income,0
2018,argentina,29,6.39,1.07,1.47,0.74,0.57,0.06,0.05,2.42,ARG,Latin America & Caribbean,Upper middle income,0
2018,armenia,129,4.32,0.82,0.99,0.67,0.26,0.08,0.03,1.48,ARM,Europe & Central Asia,Upper middle income,0
2018,australia,10,7.27,1.34,1.57,0.91,0.65,0.36,0.3,2.14,AUS,East Asia & Pacific,High income,1
2018,austria,12,7.14,1.34,1.5,0.89,0.62,0.24,0.22,2.32,AUT,Europe & Central Asia,High income,1
2018,azerbaijan,87,5.2,1.02,1.16,0.6,0.43,0.03,0.18,1.78,AZE,Europe & Central Asia,Upper middle income,0
2018,burundi,156,2.91,0.09,0.63,0.15,0.07,0.15,0.08,1.75,BDI,Sub-Saharan Africa,Low income,0
2018,belgium,16,6.93,1.32,1.48,0.89,0.58,0.19,0.24,2.22,BEL,Europe & Central Asia,High income,1
2018,benin,136,4.14,0.38,0.37,0.24,0.44,0.16,0.07,2.48,BEN,Sub-Saharan Africa,Low income,0
2018,burkina faso,121,4.42,0.31,1.1,0.25,0.31,0.18,0.13,2.14,BFA,Sub-Saharan Africa,Low income,0
2018,bangladesh,115,4.5,0.53,0.85,0.58,0.58,0.15,0.14,1.66,BGD,South Asia,Lower middle income,0
2018,bulgaria,100,4.93,1.05,1.52,0.71,0.36,0.06,0.01,1.22,BGR,Europe & Central Asia,Upper middle income,0
2018,bahrain,43,6.11,1.34,1.37,0.7,0.59,0.24,0.12,1.74,BHR,Middle East & North Africa,High income,0
2018,bosnia and herzegovina,93,5.13,0.92,1.08,0.76,0.28,0.22,0.0,1.88,BIH,Europe & Central Asia,Upper middle income,0
2018,belarus,73,5.48,1.04,1.5,0.7,0.31,0.1,0.15,1.68,BLR,Europe & Central Asia,Upper middle income,0
2018,belize,49,5.96,0.81,1.1,0.47,0.59,0.18,0.09,2.71,BLZ,Latin America & Caribbean,Upper middle income,0
2018,bolivia,62,5.75,0.75,1.22,0.51,0.61,0.14,0.05,2.47,BOL,Latin America & Caribbean,Lower middle income,0
2018,brazil,28,6.42,0.99,1.47,0.68,0.49,0.11,0.09,2.59,BRA,Latin America & Caribbean,Upper middle income,0
2018,bhutan,97,5.08,0.8,1.34,0.53,0.54,0.36,0.17,1.35,BTN,South Asia,Lower middle income,0
2018,botswana,146,3.59,1.02,1.17,0.42,0.56,0.04,0.09,0.29,BWA,Sub-Saharan Africa,Upper middle income,0
2018,central african republic,155,3.08,0.02,0.0,0.01,0.31,0.22,0.04,2.49,CAF,Sub-Saharan Africa,Low income,0
2018,canada,7,7.33,1.33,1.53,0.9,0.65,0.32,0.29,2.31,CAN,North America,High income,1
2018,switzerland,5,7.49,1.42,1.55,0.93,0.66,0.26,0.36,2.32,CHE,Europe & Central Asia,High income,1
2018,chile,25,6.48,1.13,1.33,0.81,0.43,0.2,0.06,2.52,CHL,Latin America & Caribbean,High income,1
2018,china,86,5.25,0.99,1.14,0.8,0.6,0.03,0.1,1.59,CHN,East Asia & Pacific,Upper middle income,0
2018,côte d'ivoire,107,4.67,0.54,0.87,0.08,0.47,0.15,0.1,2.46,CIV,Sub-Saharan Africa,Lower middle income,0
2018,cameroon,99,4.98,0.54,0.89,0.18,0.45,0.18,0.04,2.69,CMR,Sub-Saharan Africa,Lower middle income,0
2018,dem. rep. congo,132,4.25,0.07,1.14,0.2,0.31,0.2,0.05,2.28,COD,Sub-Saharan Africa,Low income,0
2018,congo,114,4.56,0.68,0.81,0.34,0.51,0.09,0.08,2.04,COG,Sub-Saharan Africa,Lower middle income,0
2018,colombia,37,6.26,0.96,1.44,0.64,0.53,0.1,0.04,2.56,COL,Latin America & Caribbean,Upper middle income,0
2018,costa rica,13,7.07,1.01,1.46,0.82,0.63,0.14,0.1,2.91,CRI,Latin America & Caribbean,Upper middle income,0
2018,cyprus,61,5.76,1.23,1.19,0.91,0.42,0.2,0.04,1.77,CYP,Europe & Central Asia,High income,0
2018,czech republic,21,6.71,1.23,1.49,0.85,0.54,0.06,0.03,2.49,CZE,Europe & Central Asia,High income,1
2018,germany,15,6.97,1.34,1.47,0.86,0.59,0.27,0.28,2.15,DEU,Europe & Central Asia,High income,1
2018,denmark,3,7.56,1.35,1.59,0.87,0.68,0.28,0.41,2.37,DNK,Europe & Central Asia,High income,1
2018,dominican republic,83,5.3,0.98,1.44,0.61,0.58,0.12,0.11,1.46,DOM,Latin America & Caribbean,Upper middle income,0
2018,algeria,84,5.3,0.98,1.15,0.69,0.08,0.06,0.14,2.21,DZA,Middle East & North Africa,Upper middle income,0
2018,ecuador,48,5.97,0.89,1.33,0.74,0.56,0.11,0.12,2.23,ECU,Latin America & Caribbean,Upper middle income,0
2018,egypt,122,4.42,0.89,1.03,0.55,0.31,0.09,0.11,1.45,EGY,Middle East & North Africa,Lower middle income,0
2018,spain,36,6.31,1.25,1.54,0.97,0.45,0.14,0.07,1.89,ESP,Europe & Central Asia,High income,1
2018,estonia,63,5.74,1.2,1.53,0.74,0.55,0.09,0.17,1.46,EST,Europe & Central Asia,High income,1
2018,ethiopia,127,4.35,0.31,0.95,0.39,0.45,0.22,0.15,1.88,ETH,Sub-Saharan Africa,Low income,0
2018,finland,1,7.63,1.31,1.59,0.87,0.68,0.2,0.39,2.59,FIN,Europe & Central Asia,High income,1
2018,france,23,6.49,1.29,1.47,0.91,0.52,0.1,0.18,2.03,FRA,Europe & Central Asia,High income,1
2018,gabon,103,4.76,1.04,1.16,0.4,0.36,0.03,0.05,1.71,GAB,Sub-Saharan Africa,Upper middle income,0
2018,united kingdom,11,7.19,1.24,1.43,0.89,0.46,0.26,0.08,2.82,GBR,Europe & Central Asia,High income,1
2018,georgia,128,4.34,0.85,0.59,0.64,0.38,0.04,0.22,1.62,GEO,Europe & Central Asia,Upper middle income,0
2018,ghana,108,4.66,0.59,0.9,0.34,0.5,0.21,0.03,2.09,GHA,Sub-Saharan Africa,Lower middle income,0
2018,guinea,140,3.96,0.34,0.79,0.21,0.39,0.19,0.09,1.94,GIN,Sub-Saharan Africa,Low income,0
2018,greece,79,5.36,1.15,1.2,0.88,0.13,0.0,0.04,1.95,GRC,Europe & Central Asia,High income,1
2018,guatemala,30,6.38,0.78,1.27,0.61,0.6,0.18,0.07,2.87,GTM,Latin America & Caribbean,Upper middle income,0
2018,"hong kong sar, china",76,5.43,1.41,1.29,1.03,0.52,0.25,0.29,0.64,HKG,East Asia & Pacific,High income,0
2018,honduras,72,5.5,0.62,1.21,0.62,0.46,0.2,0.07,2.33,HND,Latin America & Caribbean,Lower middle income,0
2018,croatia,82,5.32,1.12,1.16,0.74,0.38,0.12,0.04,1.77,HRV,Europe & Central Asia,High income,0
2018,haiti,148,3.58,0.32,0.71,0.29,0.03,0.39,0.1,1.74,HTI,Latin America & Caribbean,Low income,0
2018,hungary,69,5.62,1.17,1.4,0.73,0.26,0.06,0.02,1.97,HUN,Europe & Central Asia,High income,1
2018,indonesia,96,5.09,0.9,1.22,0.52,0.54,0.48,0.02,1.42,IDN,East Asia & Pacific,Lower middle income,0
2018,india,133,4.19,0.72,0.75,0.49,0.54,0.17,0.09,1.43,IND,South Asia,Lower middle income,0
2018,ireland,14,6.98,1.45,1.58,0.88,0.61,0.31,0.31,1.84,IRL,Europe & Central Asia,High income,1
2018,iran,106,4.71,1.06,0.77,0.69,0.46,0.28,0.13,1.32,IRN,Middle East & North Africa,Upper middle income,0
2018,iraq,117,4.46,1.01,0.97,0.54,0.3,0.15,0.1,1.39,IRQ,Middle East & North Africa,Upper middle income,0
2018,iceland,4,7.5,1.34,1.64,0.91,0.68,0.35,0.14,2.43,ISL,Europe & Central Asia,High income,0
2018,israel,19,6.81,1.3,1.56,0.88,0.53,0.35,0.27,1.91,ISR,Middle East & North Africa,High income,1
2018,italy,47,6.0,1.26,1.5,0.95,0.28,0.14,0.03,1.84,ITA,Europe & Central Asia,High income,1
2018,jamaica,56,5.89,0.82,1.49,0.69,0.58,0.1,0.03,2.18,JAM,Latin America & Caribbean,Upper middle income,0
2018,jordan,90,5.16,0.82,1.27,0.65,0.47,0.13,0.13,1.7,JOR,Middle East & North Africa,Upper middle income,0
2018,japan,54,5.92,1.29,1.46,0.99,0.55,0.08,0.15,1.39,JPN,East Asia & Pacific,High income,1
2018,kazakhstan,60,5.79,1.14,1.52,0.63,0.45,0.15,0.12,1.78,KAZ,Europe & Central Asia,Upper middle income,0
2018,kenya,124,4.41,0.49,1.05,0.45,0.5,0.35,0.06,1.5,KEN,Sub-Saharan Africa,Lower middle income,0
2018,kyrgyz republic,92,5.13,0.53,1.42,0.59,0.54,0.28,0.04,1.74,KGZ,Europe & Central Asia,Lower middle income,0
2018,cambodia,120,4.43,0.55,1.09,0.46,0.7,0.26,0.07,1.32,KHM,East Asia & Pacific,Lower middle income,0
2018,korea,57,5.88,1.27,1.2,0.96,0.24,0.18,0.05,1.98,KOR,East Asia & Pacific,High income,1
2018,kuwait,45,6.08,1.47,1.3,0.68,0.55,0.17,0.11,1.81,KWT,Middle East & North Africa,High income,0
2018,lao pdr,110,4.62,0.72,1.03,0.44,0.63,0.23,0.17,1.4,LAO,East Asia & Pacific,Lower middle income,0
2018,lebanon,80,5.36,0.97,1.18,0.79,0.5,0.21,0.14,1.58,LBN,Middle East & North Africa,Upper middle income,0
2018,liberia,149,3.5,0.08,0.86,0.27,0.42,0.21,0.03,1.64,LBR,Sub-Saharan Africa,Low income,0
2018,libya,70,5.57,0.99,1.35,0.55,0.5,0.12,0.15,1.92,LBY,Middle East & North Africa,Upper middle income,0
2018,sri lanka,116,4.47,0.92,1.31,0.67,0.59,0.31,0.05,0.63,LKA,South Asia,Upper middle income,0
2018,lesotho,141,3.81,0.47,1.22,0.08,0.42,0.12,0.11,1.39,LSO,Sub-Saharan Africa,Lower middle income,0
2018,lithuania,50,5.95,1.2,1.53,0.72,0.35,0.03,0.01,2.13,LTU,Europe & Central Asia,High income,1
2018,luxembourg,17,6.91,1.58,1.52,0.9,0.63,0.2,0.32,1.77,LUX,Europe & Central Asia,High income,1
2018,latvia,53,5.93,1.15,1.45,0.67,0.36,0.09,0.07,2.14,LVA,Europe & Central Asia,High income,1
2018,morocco,85,5.25,0.78,0.8,0.67,0.46,0.03,0.07,2.45,MAR,Middle East & North Africa,Lower middle income,0
2018,moldova,67,5.64,0.66,1.3,0.62,0.23,0.17,0.0,2.66,MDA,Europe & Central Asia,Lower middle income,0
2018,madagascar,143,3.77,0.26,0.91,0.4,0.22,0.16,0.05,1.78,MDG,Sub-Saharan Africa,Low income,0
2018,mexico,24,6.49,1.04,1.25,0.76,0.48,0.07,0.1,2.79,MEX,Latin America & Caribbean,Upper middle income,1
2018,north macedonia,89,5.19,0.96,1.24,0.69,0.39,0.17,0.05,1.68,MKD,Europe & Central Asia,Upper middle income,0
2018,mali,118,4.45,0.37,1.23,0.15,0.37,0.14,0.06,2.13,MLI,Sub-Saharan Africa,Low income,0
2018,malta,22,6.63,1.27,1.53,0.88,0.65,0.38,0.14,1.79,MLT,Middle East & North Africa,High income,0
2018,myanmar,130,4.31,0.68,1.17,0.43,0.58,0.6,0.18,0.67,MMR,East Asia & Pacific,Lower middle income,0
2018,montenegro,81,5.35,1.02,1.28,0.73,0.26,0.11,0.08,1.87,MNE,Europe & Central Asia,Upper middle income,0
2018,mongolia,94,5.13,0.91,1.52,0.58,0.4,0.25,0.03,1.44,MNG,East Asia & Pacific,Lower middle income,0
2018,mozambique,123,4.42,0.2,0.9,0.17,0.53,0.21,0.16,2.25,MOZ,Sub-Saharan Africa,Low income,0
2018,mauritania,126,4.36,0.56,1.25,0.29,0.13,0.13,0.09,1.91,MRT,Sub-Saharan Africa,Lower middle income,0
2018,mauritius,55,5.89,1.09,1.39,0.68,0.58,0.25,0.05,1.85,MUS,Sub-Saharan Africa,Upper middle income,0
2018,malawi,147,3.59,0.19,0.54,0.31,0.53,0.21,0.08,1.73,MWI,Sub-Saharan Africa,Low income,0
2018,malaysia,35,6.32,1.16,1.26,0.67,0.36,0.31,0.06,2.51,MYS,East Asia & Pacific,Upper middle income,0
2018,namibia,119,4.44,0.87,1.28,0.37,0.52,0.05,0.06,1.29,NAM,Sub-Saharan Africa,Upper middle income,0
2018,niger,134,4.17,0.13,0.87,0.22,0.39,0.18,0.1,2.28,NER,Sub-Saharan Africa,Low income,0
2018,nigeria,91,5.16,0.69,1.17,0.05,0.46,0.2,0.03,2.55,NGA,Sub-Saharan Africa,Lower middle income,0
2018,nicaragua,41,6.14,0.67,1.32,0.7,0.53,0.21,0.13,2.59,NIC,Latin America & Caribbean,Lower middle income,0
2018,netherlands,6,7.44,1.36,1.49,0.88,0.64,0.33,0.3,2.45,NLD,Europe & Central Asia,High income,1
2018,norway,2,7.59,1.46,1.58,0.86,0.69,0.29,0.34,2.38,NOR,Europe & Central Asia,High income,1
2018,nepal,101,4.88,0.43,1.23,0.54,0.53,0.3,0.08,1.78,NPL,South Asia,Low income,0
2018,new zealand,8,7.32,1.27,1.6,0.88,0.67,0.37,0.39,2.16,NZL,East Asia & Pacific,High income,1
2018,pakistan,75,5.47,0.65,0.81,0.42,0.33,0.22,0.11,2.92,PAK,South Asia,Lower middle income,0
2018,panama,27,6.43,1.11,1.44,0.76,0.6,0.13,0.06,2.34,PAN,Latin America & Caribbean,High income,0
2018,peru,65,5.66,0.93,1.25,0.67,0.53,0.09,0.03,2.15,PER,Latin America & Caribbean,Upper middle income,0
2018,philippines,71,5.52,0.78,1.31,0.51,0.64,0.12,0.11,2.06,PHL,East Asia & Pacific,Lower middle income,0
2018,poland,42,6.12,1.18,1.45,0.78,0.55,0.11,0.06,2.0,POL,Europe & Central Asia,High income,1
2018,portugal,77,5.41,1.19,1.43,0.88,0.56,0.06,0.02,1.28,PRT,Europe & Central Asia,High income,1
2018,paraguay,64,5.68,0.84,1.52,0.62,0.54,0.16,0.07,1.93,PRY,Latin America & Caribbean,Upper middle income,0
2018,qatar,32,6.37,1.65,1.3,0.75,0.65,0.26,0.17,1.59,QAT,Middle East & North Africa,High income,0
2018,romania,52,5.95,1.12,1.22,0.73,0.53,0.09,0.0,2.27,ROU,Europe & Central Asia,Upper middle income,0
2018,russia,59,5.81,1.15,1.48,0.6,0.4,0.07,0.03,2.09,RUS,Europe & Central Asia,Upper middle income,0
2018,rwanda,151,3.41,0.33,0.9,0.4,0.64,0.2,0.44,0.5,RWA,Sub-Saharan Africa,Low income,0
2018,saudi arabia,33,6.37,1.38,1.33,0.63,0.51,0.1,0.13,2.29,SAU,Middle East & North Africa,High income,0
2018,sudan,137,4.14,0.61,1.24,0.31,0.02,0.13,0.08,1.75,SDN,Sub-Saharan Africa,Lower middle income,0
2018,senegal,109,4.63,0.43,1.12,0.43,0.41,0.14,0.08,2.03,SEN,Sub-Saharan Africa,Lower middle income,0
2018,singapore,34,6.34,1.53,1.45,1.01,0.63,0.26,0.46,1.01,SGP,East Asia & Pacific,High income,0
2018,sierra leone,113,4.57,0.26,0.81,0.0,0.36,0.24,0.05,2.86,SLE,Sub-Saharan Africa,Low income,0
2018,el salvador,40,6.17,0.81,1.23,0.64,0.46,0.07,0.08,2.88,SLV,Latin America & Caribbean,Lower middle income,0
2018,somalia,98,4.98,0.0,0.71,0.12,0.67,0.24,0.28,2.96,SOM,Sub-Saharan Africa,Low income,0
2018,serbia,78,5.4,0.98,1.37,0.69,0.29,0.13,0.04,1.9,SRB,Europe & Central Asia,Upper middle income,0
2018,south sudan,154,3.25,0.34,0.61,0.18,0.11,0.22,0.11,1.69,SSD,Sub-Saharan Africa,Low income,0
2018,slovak republic,39,6.17,1.21,1.54,0.78,0.35,0.12,0.01,2.16,SVK,Europe & Central Asia,High income,1
2018,slovenia,51,5.95,1.22,1.51,0.86,0.63,0.16,0.05,1.52,SVN,Europe & Central Asia,High income,1
2018,sweden,9,7.31,1.36,1.5,0.91,0.66,0.29,0.38,2.22,SWE,Europe & Central Asia,High income,1
2018,syrian arab republic,150,3.46,0.69,0.38,0.54,0.09,0.38,0.14,1.24,SYR,Middle East & North Africa,Low income,0
2018,chad,131,4.3,0.36,0.91,0.05,0.19,0.18,0.06,2.55,TCD,Sub-Saharan Africa,Low income,0
2018,togo,139,4.0,0.26,0.47,0.25,0.43,0.16,0.1,2.32,TGO,Sub-Saharan Africa,Low income,0
2018,thailand,46,6.07,1.02,1.42,0.71,0.64,0.36,0.03,1.9,THA,East Asia & Pacific,Upper middle income,0
2018,tajikistan,88,5.2,0.47,1.17,0.6,0.29,0.19,0.03,2.45,TJK,Europe & Central Asia,Low income,0
2018,turkmenistan,68,5.64,1.02,1.53,0.52,0.42,0.2,0.04,1.92,TKM,Europe & Central Asia,Upper middle income,0
2018,tunisia,111,4.59,0.9,0.91,0.69,0.27,0.04,0.06,1.72,TUN,Middle East & North Africa,Lower middle income,0
2018,turkey,74,5.48,1.15,1.38,0.69,0.32,0.11,0.11,1.73,TUR,Europe & Central Asia,Upper middle income,1
2018,tanzania,153,3.3,0.46,0.99,0.38,0.48,0.27,0.1,0.63,TZA,Sub-Saharan Africa,Low income,0
2018,uganda,135,4.16,0.32,1.09,0.24,0.45,0.26,0.06,1.74,UGA,Sub-Saharan Africa,Low income,0
2018,ukraine,138,4.1,0.79,1.41,0.61,0.16,0.19,0.01,0.93,UKR,Europe & Central Asia,Lower middle income,0
2018,uruguay,31,6.38,1.09,1.46,0.77,0.63,0.13,0.16,2.15,URY,Latin America & Caribbean,High income,0
2018,united states,18,6.89,1.4,1.47,0.82,0.55,0.29,0.13,2.23,USA,North America,High income,1
2018,uzbekistan,44,6.1,0.72,1.58,0.61,0.72,0.33,0.26,1.88,UZB,Europe & Central Asia,Lower middle income,0
2018,venezuela,102,4.81,1.0,1.47,0.66,0.13,0.06,0.05,1.44,VEN,Latin America & Caribbean,Upper middle income,0
2018,vietnam,95,5.1,0.72,1.37,0.7,0.62,0.18,0.08,1.45,VNM,East Asia & Pacific,Lower middle income,0
2018,kosovo,66,5.66,0.86,1.23,0.58,0.45,0.27,0.02,2.25,XKX,Europe & Central Asia,Upper middle income,0
2018,yemen,152,3.36,0.44,1.07,0.34,0.24,0.08,0.06,1.11,YEM,Middle East & North Africa,Low income,0
2018,south africa,105,4.72,0.94,1.41,0.33,0.52,0.1,0.06,1.37,ZAF,Sub-Saharan Africa,Upper middle income,0
2018,zambia,125,4.38,0.56,1.05,0.3,0.5,0.22,0.08,1.67,ZMB,Sub-Saharan Africa,Lower middle income,0
2018,zimbabwe,144,3.69,0.36,1.09,0.25,0.41,0.13,0.1,1.36,ZWE,Sub-Saharan Africa,Lower middle income,0
2019,afghanistan,154,3.2,0.35,0.52,0.36,0.0,0.16,0.03,1.79,AFG,South Asia,Low income,0
2019,albania,107,4.72,0.95,0.85,0.87,0.38,0.18,0.03,1.46,ALB,Europe & Central Asia,Upper middle income,0
2019,united arab emirates,21,6.83,1.5,1.31,0.83,0.6,0.26,0.18,2.15,ARE,Middle East & North Africa,High income,0
2019,argentina,47,6.09,1.09,1.43,0.88,0.47,0.07,0.05,2.09,ARG,Latin America & Caribbean,Upper middle income,0
2019,armenia,116,4.56,0.85,1.06,0.82,0.28,0.1,0.06,1.4,ARM,Europe & Central Asia,Upper middle income,0
2019,australia,11,7.23,1.37,1.55,1.04,0.56,0.33,0.29,2.09,AUS,East Asia & Pacific,High income,1
2019,austria,10,7.25,1.38,1.48,1.02,0.53,0.24,0.23,2.38,AUT,Europe & Central Asia,High income,1
2019,azerbaijan,90,5.21,1.04,1.15,0.77,0.35,0.04,0.18,1.68,AZE,Europe & Central Asia,Upper middle income,0
2019,burundi,145,3.78,0.05,0.45,0.38,0.22,0.18,0.18,2.33,BDI,Sub-Saharan Africa,Low income,0
2019,belgium,18,6.92,1.36,1.5,0.99,0.47,0.16,0.21,2.23,BEL,Europe & Central Asia,High income,1
2019,benin,102,4.88,0.39,0.44,0.4,0.35,0.18,0.08,3.05,BEN,Sub-Saharan Africa,Low income,0
2019,burkina faso,115,4.59,0.33,1.06,0.38,0.26,0.18,0.11,2.28,BFA,Sub-Saharan Africa,Low income,0
2019,bangladesh,125,4.46,0.56,0.93,0.72,0.53,0.17,0.14,1.41,BGD,South Asia,Lower middle income,0
2019,bulgaria,97,5.01,1.09,1.51,0.82,0.31,0.08,0.0,1.2,BGR,Europe & Central Asia,Upper middle income,0
2019,bahrain,37,6.2,1.36,1.37,0.87,0.54,0.26,0.11,1.7,BHR,Middle East & North Africa,High income,0
2019,bosnia and herzegovina,78,5.39,0.95,1.21,0.85,0.21,0.26,0.01,1.9,BIH,Europe & Central Asia,Upper middle income,0
2019,belarus,81,5.32,1.07,1.47,0.79,0.24,0.09,0.14,1.53,BLR,Europe & Central Asia,Upper middle income,0
2019,bolivia,61,5.78,0.78,1.21,0.71,0.51,0.14,0.06,2.38,BOL,Latin America & Caribbean,Lower middle income,0
2019,brazil,32,6.3,1.0,1.44,0.8,0.39,0.1,0.09,2.48,BRA,Latin America & Caribbean,Upper middle income,0
2019,bhutan,95,5.08,0.81,1.32,0.6,0.46,0.37,0.17,1.35,BTN,South Asia,Lower middle income,0
2019,botswana,148,3.49,1.04,1.15,0.54,0.46,0.03,0.1,0.18,BWA,Sub-Saharan Africa,Upper middle income,0
2019,central african republic,155,3.08,0.03,0.0,0.11,0.23,0.24,0.04,2.46,CAF,Sub-Saharan Africa,Low income,0
2019,canada,9,7.28,1.37,1.51,1.04,0.58,0.29,0.31,2.19,CAN,North America,High income,1
2019,switzerland,6,7.48,1.45,1.53,1.05,0.57,0.26,0.34,2.27,CHE,Europe & Central Asia,High income,1
2019,chile,26,6.44,1.16,1.37,0.92,0.36,0.19,0.06,2.4,CHL,Latin America & Caribbean,High income,1
2019,china,93,5.19,1.03,1.13,0.89,0.52,0.06,0.1,1.47,CHN,East Asia & Pacific,Upper middle income,0
2019,côte d'ivoire,99,4.94,0.57,0.81,0.23,0.35,0.15,0.09,2.74,CIV,Sub-Saharan Africa,Lower middle income,0
2019,cameroon,96,5.04,0.55,0.91,0.33,0.38,0.19,0.04,2.65,CMR,Sub-Saharan Africa,Lower middle income,0
2019,dem. rep. congo,127,4.42,0.09,1.13,0.36,0.27,0.21,0.05,2.31,COD,Sub-Saharan Africa,Low income,0
2019,congo,103,4.81,0.67,0.8,0.51,0.37,0.11,0.09,2.26,COG,Sub-Saharan Africa,Lower middle income,0
2019,colombia,43,6.13,0.99,1.41,0.84,0.47,0.1,0.03,2.29,COL,Latin America & Caribbean,Upper middle income,0
2019,comoros,142,3.97,0.27,0.76,0.51,0.14,0.28,0.08,1.94,COM,Sub-Saharan Africa,Lower middle income,0
2019,costa rica,12,7.17,1.03,1.44,0.96,0.56,0.14,0.09,2.93,CRI,Latin America & Caribbean,Upper middle income,0
2019,cyprus,49,6.05,1.26,1.22,1.04,0.41,0.19,0.04,1.88,CYP,Europe & Central Asia,High income,0
2019,czech republic,20,6.85,1.27,1.49,0.92,0.46,0.05,0.04,2.64,CZE,Europe & Central Asia,High income,1
2019,germany,17,6.99,1.37,1.45,0.99,0.5,0.26,0.27,2.15,DEU,Europe & Central Asia,High income,1
2019,denmark,2,7.6,1.38,1.57,1.0,0.59,0.25,0.41,2.39,DNK,Europe & Central Asia,High income,1
2019,dominican republic,77,5.43,1.02,1.4,0.78,0.5,0.11,0.1,1.52,DOM,Latin America & Caribbean,Upper middle income,0
2019,algeria,88,5.21,1.0,1.16,0.79,0.09,0.07,0.11,1.99,DZA,Middle East & North Africa,Upper middle income,0
2019,ecuador,50,6.03,0.91,1.31,0.87,0.5,0.13,0.09,2.23,ECU,Latin America & Caribbean,Upper middle income,0
2019,egypt,137,4.17,0.91,1.04,0.64,0.24,0.08,0.07,1.19,EGY,Middle East & North Africa,Lower middle income,0
2019,spain,30,6.35,1.29,1.48,1.06,0.36,0.15,0.08,1.93,ESP,Europe & Central Asia,High income,1
2019,estonia,55,5.89,1.24,1.53,0.87,0.5,0.1,0.16,1.5,EST,Europe & Central Asia,High income,1
2019,ethiopia,134,4.29,0.34,1.03,0.53,0.34,0.21,0.1,1.73,ETH,Sub-Saharan Africa,Low income,0
2019,finland,1,7.77,1.34,1.59,0.99,0.6,0.15,0.39,2.71,FIN,Europe & Central Asia,High income,1
2019,france,24,6.59,1.32,1.47,1.05,0.44,0.11,0.18,2.02,FRA,Europe & Central Asia,High income,1
2019,gabon,104,4.8,1.06,1.18,0.57,0.3,0.04,0.06,1.6,GAB,Sub-Saharan Africa,Upper middle income,0
2019,united kingdom,15,7.05,1.33,1.54,1.0,0.45,0.35,0.28,2.11,GBR,Europe & Central Asia,High income,1
